Closefore
1449.0753173828125
1416.9130859375
1402.610595703125
1384.7755126953125
1401.647216796875
1377.5130615234375
1390.65478515625
1385.9859619140625
1403.1539306640625
1399.3992919921875
1408.3660888671875
1418.5927734375
1419.0126953125
1443.24560546875
1468.343017578125
1462.6119384765625
1448.77880859375
1438.8485107421875
1423.607421875
1407.8720703125
1413.3560791015625
1492.32861328125
1380.625732421875
1403.821044921875
1414.541748046875
1452.4346923828125
1453.867431640625
1439.3179931640625
1445.888671875
1447.7906494140625
1459.944091796875
1463.3778076171875
1441.2694091796875
1456.139892578125
1436.8724365234375
1424.2989501953125
1436.8228759765625
1495.9844970703125
1512.3126220703125
1546.7474365234375
1541.5599365234375
1546.525146484375
1533.927001953125
1535.5079345703125
1569.695556640625
1581.824462890625
1571.3260498046875
1565.3480224609375
1561.815673828125
1577.6990966796875
1578.193115234375
1557.4681396484375
1567.76904296875
1536.61962890625
1482.7935791015625
1470.1708984375
1477.8779296875
1474.6171875
1491.044189453125
1501.987060546875
1495.1199951171875
1487.487060546875
1497.244384765625
1481.4595947265625
1430.079345703125
1438.700439453125
1447.3707275390625
1431.8577880859375
1456.7330322265625
1443.220703125
1446.18505859375
1444.4312744140625
1460.58642578125
1475.65625
1483.1416015625
1485.8433837890625
1485.2979736328125
1487.1322021484375
1499.6490478515625
1487.6031494140625
1485.4715576171875
1507.90283203125
1496.6995849609375
1503.267822265625
1496.203857421875
1501.5823974609375
1480.192138671875
1452.2830810546875
1449.9283447265625
1449.0113525390625
1439.0721435546875
1467.1298828125
1460.016357421875
1458.752197265625
1459.6942138671875
1450.919921875
1457.0916748046875
1473.2025146484375
1480.5887451171875
1476.6229248046875
1481.15869140625
1485.12451171875
1513.10791015625
1463.9324951171875
1452.2830810546875
1394.928466796875
1374.653564453125
1358.9888916015625
1385.3858642578125
1362.8306884765625
1359.31103515625
1360.35205078125
1360.7734375
1332.5174560546875
1342.4813232421875
1344.811279296875
1347.66162109375
1357.476806640625
